midi_file,path,composer,piano_roll_file
Piano Sonata n27.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n27.npy
Piano Sonata n21 1mov ''Waldstein''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n21 1mov ''Waldstein''.npy
Piano Sonata n30.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n30.npy
Piano Sonata n08 op13 2mov ''Pathetique''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n08 op13 2mov ''Pathetique''.npy
Piano Sonata n24.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n24.npy
Piano Sonata n25.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n25.npy
Piano Sonata n19.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n19.npy
Piano Sonata n10 2mov.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n10 2mov.npy
Piano Sonata n23 op57 1mov ''Apassionata''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n23 op57 1mov ''Apassionata''.npy
Piano Sonata n09.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n09.npy
Piano Sonata n20.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n20.npy
Piano Sonata n15 ''Pastoral''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n15 ''Pastoral''.npy
Piano Sonata n23 op57 2mov ''Apassionata''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n23 op57 2mov ''Apassionata''.npy
Piano Sonata n22.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n22.npy
Piano sonata n32 op111.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano sonata n32 op111.npy
Piano Sonata n23 op57 3mov ''Apassionata''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n23 op57 3mov ''Apassionata''.npy
Piano Sonata n15 2mov ''Pastoral''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n15 2mov ''Pastoral''.npy
Piano Sonata n29 Op106 ''Hammerklavier''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n29 Op106 ''Hammerklavier''.npy
Piano Sonata n15 3mov ''Pastoral''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n15 3mov ''Pastoral''.npy
Piano Sonata n12 op26.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n12 op26.npy
Piano Sonata n14 op27 1mov ''Moonlight''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n14 op27 1mov ''Moonlight''.npy
Piano Sonata n08 op13 3mov ''Pathetique''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n08 op13 3mov ''Pathetique''.npy
Piano Sonata n31 op110.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n31 op110.npy
Piano Sonata n18 ''The Hunt''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n18 ''The Hunt''.npy
Piano Sonata n17 ''Tempestat''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n17 ''Tempestat''.npy
Piano Sonata n14 op27 2mov ''Moonlight''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n14 op27 2mov ''Moonlight''.npy
Piano Sonata n08 op13 1mov ''Pathetique''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n08 op13 1mov ''Pathetique''.npy
Piano sonata n26 ''Les Adieux''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano sonata n26 ''Les Adieux''.npy
Piano Sonata n10 1mov.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n10 1mov.npy
Piano Sonata n21 3mov ''Waldstein''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n21 3mov ''Waldstein''.npy
Piano Sonata n06.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n06.npy
Piano Sonata n13.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n13.npy
Piano Sonata n07.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n07.npy
Piano Sonata n14 op27 3mov ''Moonlight''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n14 op27 3mov ''Moonlight''.npy
Piano Sonata n11.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n11.npy
Piano Sonata n05.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n05.npy
Piano Sonata n04.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n04.npy
Piano Sonata n10.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n10.npy
Piano Sonata n28.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n28.npy
Piano Sonata n01.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n01.npy
Piano Sonata n21 2mov ''Waldstein''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n21 2mov ''Waldstein''.npy
Piano Sonata n03.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n03.npy
Piano Sonata n16.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n16.npy
Piano Sonata n02.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n02.npy
Piano Sonata n14 op27  ''Moonlight''.mid,./data/Beethoven/Piano Sonatas,Beethoven,Piano Sonata n14 op27  ''Moonlight''.npy
Finale to B Minor Paino Sonata.mid,./data/Chopin/,Chopin,Finale to B Minor Paino Sonata.npy
Ecossaise No.2 in G.mid,./data/Chopin/,Chopin,Ecossaise No.2 in G.npy
Mazurka op68 n2 Drchew.mid,./data/Chopin/,Chopin,Mazurka op68 n2 Drchew.npy
Prelude n10 op28 ''The Night Moth''.mid,./data/Chopin/,Chopin,Prelude n10 op28 ''The Night Moth''.npy
Piano Concerto n1 op11 2mov.mid,./data/Chopin/,Chopin,Piano Concerto n1 op11 2mov.npy
"Scherzo No.2, Opus.31.mid",./data/Chopin/,Chopin,"Scherzo No.2, Opus.31.npy"
"19 Polish Songs, for Solo Voice and Piano accomplements, No.8.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.8.npy"
Nocturne op32 n1.mid,./data/Chopin/,Chopin,Nocturne op32 n1.npy
Prelude n17 op28 ''Scene On the Place of Notre Dame.mid,./data/Chopin/,Chopin,Prelude n17 op28 ''Scene On the Place of Notre Dame.npy
Prelude n21 op28 ''Sunday''.mid,./data/Chopin/,Chopin,Prelude n21 op28 ''Sunday''.npy
Waltz op70 n2.mid,./data/Chopin/,Chopin,Waltz op70 n2.npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.9.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.9.npy"
Nocturne op32 n2.mid,./data/Chopin/,Chopin,Nocturne op32 n2.npy
Etude op25 n09.mid,./data/Chopin/,Chopin,Etude op25 n09.npy
Mazurka op67 n3 Drchew.mid,./data/Chopin/,Chopin,Mazurka op67 n3 Drchew.npy
Op.53 'Polonaise in A flat' Heroic.mid,./data/Chopin/,Chopin,Op.53 'Polonaise in A flat' Heroic.npy
Impromptu n3 op51.mid,./data/Chopin/,Chopin,Impromptu n3 op51.npy
Etude op25 n08.mid,./data/Chopin/,Chopin,Etude op25 n08.npy
Nocturne No.15 in F Minor Opus.55 -1.mid,./data/Chopin/,Chopin,Nocturne No.15 in F Minor Opus.55 -1.npy
Prelude n05 op28 ''Uncertainty''.mid,./data/Chopin/,Chopin,Prelude n05 op28 ''Uncertainty''.npy
"Polonaise Opus.40, No.1 (Military).mid",./data/Chopin/,Chopin,"Polonaise Opus.40, No.1 (Military).npy"
Piano Concerto n2 1mov.mid,./data/Chopin/,Chopin,Piano Concerto n2 1mov.npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.19.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.19.npy"
Mazurka op7 n1.mid,./data/Chopin/,Chopin,Mazurka op7 n1.npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.18.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.18.npy"
Nocturne op55 n1.mid,./data/Chopin/,Chopin,Nocturne op55 n1.npy
Etude No.2 in A Minor.mid,./data/Chopin/,Chopin,Etude No.2 in A Minor.npy
Winter wind etude.mid,./data/Chopin/,Chopin,Winter wind etude.npy
Prelude n01 op28 ''Reunion''.mid,./data/Chopin/,Chopin,Prelude n01 op28 ''Reunion''.npy
Prelude n06 op28 ''Tolling Bells''.mid,./data/Chopin/,Chopin,Prelude n06 op28 ''Tolling Bells''.npy
Mazurka op7 n2.mid,./data/Chopin/,Chopin,Mazurka op7 n2.npy
Nocturne op55 n2.mid,./data/Chopin/,Chopin,Nocturne op55 n2.npy
Tarantella.mid,./data/Chopin/,Chopin,Tarantella.npy
Waltz op64 n1.mid,./data/Chopin/,Chopin,Waltz op64 n1.npy
Etude No.1.mid,./data/Chopin/,Chopin,Etude No.1.npy
Prelude n20 op28 ''Funeral March''.mid,./data/Chopin/,Chopin,Prelude n20 op28 ''Funeral March''.npy
Etude op25 n12 ''The Ocean''.mid,./data/Chopin/,Chopin,Etude op25 n12 ''The Ocean''.npy
Sonata op35 n1 .mid,./data/Chopin/,Chopin,Sonata op35 n1 .npy
Imprompt Fantastique.mid,./data/Chopin/,Chopin,Imprompt Fantastique.npy
Piano Concerto n2 3mov.mid,./data/Chopin/,Chopin,Piano Concerto n2 3mov.npy
Fantasie Impromptu op66.mid,./data/Chopin/,Chopin,Fantasie Impromptu op66.npy
Etude op10 n08.mid,./data/Chopin/,Chopin,Etude op10 n08.npy
Nocturne op37 01.mid,./data/Chopin/,Chopin,Nocturne op37 01.npy
Etude op10 n09.mid,./data/Chopin/,Chopin,Etude op10 n09.npy
Trois Nouvelles Etudes (Op.posth.).mid,./data/Chopin/,Chopin,Trois Nouvelles Etudes (Op.posth.).npy
Prelude n16 op28 ''Hades''.mid,./data/Chopin/,Chopin,Prelude n16 op28 ''Hades''.npy
2 Polonaises op26 n1.mid,./data/Chopin/,Chopin,2 Polonaises op26 n1.npy
Ballade No.2 in F Major.mid,./data/Chopin/,Chopin,Ballade No.2 in F Major.npy
"(2542)Prelude opus.28, No.16 in B flat minor.mid",./data/Chopin/,Chopin,"(2542)Prelude opus.28, No.16 in B flat minor.npy"
Nocturne No.18 in E Major Op62.mid,./data/Chopin/,Chopin,Nocturne No.18 in E Major Op62.npy
Etude Op.10 No.11.mid,./data/Chopin/,Chopin,Etude Op.10 No.11.npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.10.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.10.npy"
Etude op10 n10.mid,./data/Chopin/,Chopin,Etude op10 n10.npy
Grande Waltz op18.mid,./data/Chopin/,Chopin,Grande Waltz op18.npy
Prelude n23 op28 ''A Pleasure Boat''.mid,./data/Chopin/,Chopin,Prelude n23 op28 ''A Pleasure Boat''.npy
Etude op10 n05 ''Black Key''.mid,./data/Chopin/,Chopin,Etude op10 n05 ''Black Key''.npy
Scherzo op31.mid,./data/Chopin/,Chopin,Scherzo op31.npy
Nocturne op33 n4.mid,./data/Chopin/,Chopin,Nocturne op33 n4.npy
Etude op10 n11.mid,./data/Chopin/,Chopin,Etude op10 n11.npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.11.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.11.npy"
Piano Concerto n1 op11 3mov.mid,./data/Chopin/,Chopin,Piano Concerto n1 op11 3mov.npy
Prelude n03 op28 ''Thou Art So Like A Flower''.mid,./data/Chopin/,Chopin,Prelude n03 op28 ''Thou Art So Like A Flower''.npy
Prelude op.28-15 Raindrop.mid,./data/Chopin/,Chopin,Prelude op.28-15 Raindrop.npy
"Nocturne No.1, Opus.62.mid",./data/Chopin/,Chopin,"Nocturne No.1, Opus.62.npy"
Prelude n07 op28 ''The Polish Dance''.mid,./data/Chopin/,Chopin,Prelude n07 op28 ''The Polish Dance''.npy
Nocturne op15 n2.mid,./data/Chopin/,Chopin,Nocturne op15 n2.npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.13.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.13.npy"
Etude op10 n07.mid,./data/Chopin/,Chopin,Etude op10 n07.npy
Etude op10 n04 Drchew.mid,./data/Chopin/,Chopin,Etude op10 n04 Drchew.npy
Etude op10 n06.mid,./data/Chopin/,Chopin,Etude op10 n06.npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.12.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.12.npy"
Nocturne op15 n3.mid,./data/Chopin/,Chopin,Nocturne op15 n3.npy
Prelude n15 op28 ''Raindrop''.mid,./data/Chopin/,Chopin,Prelude n15 op28 ''Raindrop''.npy
Sonata op35 n2 .mid,./data/Chopin/,Chopin,Sonata op35 n2 .npy
Sonata op35 n3 .mid,./data/Chopin/,Chopin,Sonata op35 n3 .npy
Nocturne op09 n2.mid,./data/Chopin/,Chopin,Nocturne op09 n2.npy
Ballad op32.mid,./data/Chopin/,Chopin,Ballad op32.npy
Etude op10 n02.mid,./data/Chopin/,Chopin,Etude op10 n02.npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.16.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.16.npy"
Etude op25 n01 ''Harp Etude''.mid,./data/Chopin/,Chopin,Etude op25 n01 ''Harp Etude''.npy
"Waltz in Ab (Op.posth., Brown21).mid",./data/Chopin/,Chopin,"Waltz in Ab (Op.posth., Brown21).npy"
Etude op. 10-5 Black keys.mid,./data/Chopin/,Chopin,Etude op. 10-5 Black keys.npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.17.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.17.npy"
Prelude n24 op28 ''The Storm''.mid,./data/Chopin/,Chopin,Prelude n24 op28 ''The Storm''.npy
Etude op10 n03.mid,./data/Chopin/,Chopin,Etude op10 n03.npy
Nocturne op33 n2.mid,./data/Chopin/,Chopin,Nocturne op33 n2.npy
Prelude n02 op28 ''Presentiment of Death''.mid,./data/Chopin/,Chopin,Prelude n02 op28 ''Presentiment of Death''.npy
Nocturne op09 n3.mid,./data/Chopin/,Chopin,Nocturne op09 n3.npy
Scherzo n1 op20.mid,./data/Chopin/,Chopin,Scherzo n1 op20.npy
Revolutionary.mid,./data/Chopin/,Chopin,Revolutionary.npy
Etude op10 n01.mid,./data/Chopin/,Chopin,Etude op10 n01.npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.15.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.15.npy"
"19 Polish Songs, for Solo Voice and Piano accomplements, No.14.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.14.npy"
Piano Concerto n1 op11 1mov.mid,./data/Chopin/,Chopin,Piano Concerto n1 op11 1mov.npy
Prelude n04 op28 ''Suffocation''.mid,./data/Chopin/,Chopin,Prelude n04 op28 ''Suffocation''.npy
Prelude n22 op28 ''Impatience''.mid,./data/Chopin/,Chopin,Prelude n22 op28 ''Impatience''.npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.7.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.7.npy"
Etude op25 n05.mid,./data/Chopin/,Chopin,Etude op25 n05.npy
Prelude n08 op28 ''Desparation''.mid,./data/Chopin/,Chopin,Prelude n08 op28 ''Desparation''.npy
Nocturne op37 n2.mid,./data/Chopin/,Chopin,Nocturne op37 n2.npy
Prelude n09 op28 ''Vision''.mid,./data/Chopin/,Chopin,Prelude n09 op28 ''Vision''.npy
Sonata No.3 1st Mov Allegro.mid,./data/Chopin/,Chopin,Sonata No.3 1st Mov Allegro.npy
Prelude n13 op28 ''Loss''.mid,./data/Chopin/,Chopin,Prelude n13 op28 ''Loss''.npy
Nocturne op62 n2.mid,./data/Chopin/,Chopin,Nocturne op62 n2.npy
Prelude n14 op28 ''Fear''.mid,./data/Chopin/,Chopin,Prelude n14 op28 ''Fear''.npy
Mazurka op30 n2 Drchew.mid,./data/Chopin/,Chopin,Mazurka op30 n2 Drchew.npy
Etude op25 n10.mid,./data/Chopin/,Chopin,Etude op25 n10.npy
Etude op25 n04.mid,./data/Chopin/,Chopin,Etude op25 n04.npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.6.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.6.npy"
Sonata op35 n4 .mid,./data/Chopin/,Chopin,Sonata op35 n4 .npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.4.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.4.npy"
Prelude n11 op28 ''Dragonfly''.mid,./data/Chopin/,Chopin,Prelude n11 op28 ''Dragonfly''.npy
Etude op25 n06.mid,./data/Chopin/,Chopin,Etude op25 n06.npy
Prelude n19 op28.mid,./data/Chopin/,Chopin,Prelude n19 op28.npy
"Etude Op 25, No.1.mid",./data/Chopin/,Chopin,"Etude Op 25, No.1.npy"
Barcarolle in F sharp Major.mid,./data/Chopin/,Chopin,Barcarolle in F sharp Major.npy
Etude op25 n07.mid,./data/Chopin/,Chopin,Etude op25 n07.npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.5.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.5.npy"
Nocturne op48 n1.mid,./data/Chopin/,Chopin,Nocturne op48 n1.npy
Prelude n18 op28 ''Suicide''.mid,./data/Chopin/,Chopin,Prelude n18 op28 ''Suicide''.npy
Etude op25 n03.mid,./data/Chopin/,Chopin,Etude op25 n03.npy
Nocturne op27 n1.mid,./data/Chopin/,Chopin,Nocturne op27 n1.npy
"Etude No.7 in C Major Opus.10, No.7.mid",./data/Chopin/,Chopin,"Etude No.7 in C Major Opus.10, No.7.npy"
Etude op10 n12 ''Revolutionary''.mid,./data/Chopin/,Chopin,Etude op10 n12 ''Revolutionary''.npy
Piano Concerto n2 2mov.mid,./data/Chopin/,Chopin,Piano Concerto n2 2mov.npy
Nocturne op72 n1.mid,./data/Chopin/,Chopin,Nocturne op72 n1.npy
Etude op25 n02.mid,./data/Chopin/,Chopin,Etude op25 n02.npy
Nocturne op48 n2.mid,./data/Chopin/,Chopin,Nocturne op48 n2.npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.2.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.2.npy"
Prelude n12 op28 ''Duel''.mid,./data/Chopin/,Chopin,Prelude n12 op28 ''Duel''.npy
Nocturne op27 n2.mid,./data/Chopin/,Chopin,Nocturne op27 n2.npy
"Sonata No.3, 2nd Mov, Scherzo.mid",./data/Chopin/,Chopin,"Sonata No.3, 2nd Mov, Scherzo.npy"
Etude op25 n11 ''Winter Wind''.mid,./data/Chopin/,Chopin,Etude op25 n11 ''Winter Wind''.npy
Ballad op53.mid,./data/Chopin/,Chopin,Ballad op53.npy
Mazurka op33 n2 Drchew.mid,./data/Chopin/,Chopin,Mazurka op33 n2 Drchew.npy
"19 Polish Songs, for Solo Voice and Piano accomplements, No.3.mid",./data/Chopin/,Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.3.npy"
K495 Horn Concerto n4 1mov.mid,./data/Mozart/,Mozart,K495 Horn Concerto n4 1mov.npy
K626 Requiem 05 Recordare.mid,./data/Mozart/,Mozart,K626 Requiem 05 Recordare.npy
K492 Overture ''Le Nozze di Figaro''.mid,./data/Mozart/,Mozart,K492 Overture ''Le Nozze di Figaro''.npy
K427 Great Mass 1mov.mid,./data/Mozart/,Mozart,K427 Great Mass 1mov.npy
K299 Flute Harp Concerto 3mov.mid,./data/Mozart/,Mozart,K299 Flute Harp Concerto 3mov.npy
Viennese Sonatinas K439b n2 3mov.mid,./data/Mozart/,Mozart,Viennese Sonatinas K439b n2 3mov.npy
K525 Serenade 2mov ''Eine Kleine Natchmusik''.mid,./data/Mozart/,Mozart,K525 Serenade 2mov ''Eine Kleine Natchmusik''.npy
K314 Flute Concerto n2 3mov.mid,./data/Mozart/,Mozart,K314 Flute Concerto n2 3mov.npy
K317 Coronation Mass 2mov.mid,./data/Mozart/,Mozart,K317 Coronation Mass 2mov.npy
K401 Fuga in G minor .mid,./data/Mozart/,Mozart,K401 Fuga in G minor .npy
"A piece for Piano,K.176.mid",./data/Mozart/,Mozart,"A piece for Piano,K.176.npy"
K626 Requiem 06 confutatis.mid,./data/Mozart/,Mozart,K626 Requiem 06 confutatis.npy
K136 Divertimento 2mov.mid,./data/Mozart/,Mozart,K136 Divertimento 2mov.npy
Sonatina n3 2mov.mid,./data/Mozart/,Mozart,Sonatina n3 2mov.npy
K546 Adagio & Fugue for Strings.mid,./data/Mozart/,Mozart,K546 Adagio & Fugue for Strings.npy
K335 Laudate Dominus.mid,./data/Mozart/,Mozart,K335 Laudate Dominus.npy
K626 Requiem kyrie.mid,./data/Mozart/,Mozart,K626 Requiem kyrie.npy
Rondo in C.mid,./data/Mozart/,Mozart,Rondo in C.npy
K626 Requiem 09 hostias.mid,./data/Mozart/,Mozart,K626 Requiem 09 hostias.npy
Sonatina n22 4mov.mid,./data/Mozart/,Mozart,Sonatina n22 4mov.npy
K495 Horn Concerto n4 3mov.mid,./data/Mozart/,Mozart,K495 Horn Concerto n4 3mov.npy
K314 Flute Concerto n2 1mov.mid,./data/Mozart/,Mozart,K314 Flute Concerto n2 1mov.npy
K02 Minuet in F.mid,./data/Mozart/,Mozart,K02 Minuet in F.npy
Viennese Sonatinas K439b n2 1mov.mid,./data/Mozart/,Mozart,Viennese Sonatinas K439b n2 1mov.npy
K299 Flute Harp Concerto 1mov.mid,./data/Mozart/,Mozart,K299 Flute Harp Concerto 1mov.npy
Contradance n2.mid,./data/Mozart/,Mozart,Contradance n2.npy
Viennese Sonatinas K439b n6 2mov.mid,./data/Mozart/,Mozart,Viennese Sonatinas K439b n6 2mov.npy
Sonatina n21 3mov.mid,./data/Mozart/,Mozart,Sonatina n21 3mov.npy
"Fantasia in D, K397.mid",./data/Mozart/,Mozart,"Fantasia in D, K397.npy"
K317 Coronation Mass 4mov.mid,./data/Mozart/,Mozart,K317 Coronation Mass 4mov.npy
K626 Requiem 08 offertorio domine jesu.mid,./data/Mozart/,Mozart,K626 Requiem 08 offertorio domine jesu.npy
K525 Serenade 3mov ''Eine Kleine Natchmusik''.mid,./data/Mozart/,Mozart,K525 Serenade 3mov ''Eine Kleine Natchmusik''.npy
Contradance n3.mid,./data/Mozart/,Mozart,Contradance n3.npy
K117 Offertorio Jubilate Deo.mid,./data/Mozart/,Mozart,K117 Offertorio Jubilate Deo.npy
Contradance n1.mid,./data/Mozart/,Mozart,Contradance n1.npy
K594 Adagio & Allegro for Mechanical Organ.mid,./data/Mozart/,Mozart,K594 Adagio & Allegro for Mechanical Organ.npy
K622 Clarinet Concerto 2mov.mid,./data/Mozart/,Mozart,K622 Clarinet Concerto 2mov.npy
K573 9 Variations for Piano Uber Duport.mid,./data/Mozart/,Mozart,K573 9 Variations for Piano Uber Duport.npy
K191 Bassoon Concerto 2mov.mid,./data/Mozart/,Mozart,K191 Bassoon Concerto 2mov.npy
K04 Minuet in F.mid,./data/Mozart/,Mozart,K04 Minuet in F.npy
Vesperae solemnes de confessore ''Vespers'' K339 1 Dixit Dominus.mid,./data/Mozart/,Mozart,Vesperae solemnes de confessore ''Vespers'' K339 1 Dixit Dominus.npy
K05 Minuet for Harpsichord.mid,./data/Mozart/,Mozart,K05 Minuet for Harpsichord.npy
K525 Serenade 1mov ''Eine Kleine Natchmusik''.mid,./data/Mozart/,Mozart,K525 Serenade 1mov ''Eine Kleine Natchmusik''.npy
K618 Ave Verum Corpus.mid,./data/Mozart/,Mozart,K618 Ave Verum Corpus.npy
K317 Coronation Mass 6mov.mid,./data/Mozart/,Mozart,K317 Coronation Mass 6mov.npy
Sonatina n3 1mov.mid,./data/Mozart/,Mozart,Sonatina n3 1mov.npy
K136 Divertimento 3mov.mid,./data/Mozart/,Mozart,K136 Divertimento 3mov.npy
K317 Coronation Mass 3mov.mid,./data/Mozart/,Mozart,K317 Coronation Mass 3mov.npy
K626 Requiem 04 Dies Irae.mid,./data/Mozart/,Mozart,K626 Requiem 04 Dies Irae.npy
K626 Requiem 10 Sanctus.mid,./data/Mozart/,Mozart,K626 Requiem 10 Sanctus.npy
K527 Overture ''Don Giovanni''.mid,./data/Mozart/,Mozart,K527 Overture ''Don Giovanni''.npy
K299 Flute Harp Concerto 2mov.mid,./data/Mozart/,Mozart,K299 Flute Harp Concerto 2mov.npy
Viennese Sonatinas K439b n2 2mov.mid,./data/Mozart/,Mozart,Viennese Sonatinas K439b n2 2mov.npy
K314 Flute Concerto n2 2mov.mid,./data/Mozart/,Mozart,K314 Flute Concerto n2 2mov.npy
K393 Solfeggi n4.mid,./data/Mozart/,Mozart,K393 Solfeggi n4.npy
K393 Solfeggi n5.mid,./data/Mozart/,Mozart,K393 Solfeggi n5.npy
K501 Andante with 5 Variations for Piano Duet.mid,./data/Mozart/,Mozart,K501 Andante with 5 Variations for Piano Duet.npy
K393 Solfeggi n1.mid,./data/Mozart/,Mozart,K393 Solfeggi n1.npy
K354 Piano Variations ''Je Suis Lindor''.mid,./data/Mozart/,Mozart,K354 Piano Variations ''Je Suis Lindor''.npy
K495 Horn Concerto n4 2mov.mid,./data/Mozart/,Mozart,K495 Horn Concerto n4 2mov.npy
K617 Adagio.mid,./data/Mozart/,Mozart,K617 Adagio.npy
K136 Divertimento 1mov.mid,./data/Mozart/,Mozart,K136 Divertimento 1mov.npy
K626 Requiem 11 Benedictus.mid,./data/Mozart/,Mozart,K626 Requiem 11 Benedictus.npy
Sonatina n3 3mov.mid,./data/Mozart/,Mozart,Sonatina n3 3mov.npy
K398 Piano Variations ''Salve Tu Domine''.mid,./data/Mozart/,Mozart,K398 Piano Variations ''Salve Tu Domine''.npy
K393 Solfeggi n2.mid,./data/Mozart/,Mozart,K393 Solfeggi n2.npy
K393 Solfeggi n3.mid,./data/Mozart/,Mozart,K393 Solfeggi n3.npy
K626 Requiem 01 Introitus & Kyrie.mid,./data/Mozart/,Mozart,K626 Requiem 01 Introitus & Kyrie.npy
K317 Coronation Mass 1mov.mid,./data/Mozart/,Mozart,K317 Coronation Mass 1mov.npy
K622 Clarinet Concerto 3mov.mid,./data/Mozart/,Mozart,K622 Clarinet Concerto 3mov.npy
K361 Serenade n10 3mov.mid,./data/Mozart/,Mozart,K361 Serenade n10 3mov.npy
K620 Overture The Magic Flute.mid,./data/Mozart/,Mozart,K620 Overture The Magic Flute.npy
Rondo.mid,./data/Mozart/,Mozart,Rondo.npy
K626 Requiem 03 tuba mirum.mid,./data/Mozart/,Mozart,K626 Requiem 03 tuba mirum.npy
Viennese Sonatinas K439b n2 4mov.mid,./data/Mozart/,Mozart,Viennese Sonatinas K439b n2 4mov.npy
Adagio in B flat.mid,./data/Mozart/,Mozart,Adagio in B flat.npy
K191 Bassoon Concerto 1mov.mid,./data/Mozart/,Mozart,K191 Bassoon Concerto 1mov.npy
"Another piece for Piano,K.176.mid",./data/Mozart/,Mozart,"Another piece for Piano,K.176.npy"
